experiment_id,session,timestamp,architecture,variant_label,arch_kwargs,feature_variant,train_corpus,horizons,output_formulation,quantiles,seed,param_count,train_seconds,infer_us_per_row,weights_path,config_hash,pinball_3m_q10,pinball_3m_q50,pinball_3m_q90,mae_3m,coverage_3m,calibration_gap_3m,dir_acc_k5_3m,dir_fires_k5_3m,dir_fire_rate_k5_3m,backtest_pnl_k5_3m,backtest_winrate_k5_3m,lag1_autocorr_q50_3m,pinball_7m_q10,pinball_7m_q50,pinball_7m_q90,mae_7m,coverage_7m,calibration_gap_7m,dir_acc_k5_7m,dir_fires_k5_7m,dir_fire_rate_k5_7m,backtest_pnl_k5_7m,backtest_winrate_k5_7m,lag1_autocorr_q50_7m,pinball_15m_q10,pinball_15m_q50,pinball_15m_q90,mae_15m,coverage_15m,calibration_gap_15m,dir_acc_k5_15m,dir_fires_k5_15m,dir_fire_rate_k5_15m,backtest_pnl_k5_15m,backtest_winrate_k5_15m,lag1_autocorr_q50_15m,pinball_3m_q30,pinball_3m_q70,pinball_7m_q30,pinball_7m_q70,pinball_15m_q30,pinball_15m_q70,pinball_1m_q10,pinball_1m_q50,pinball_1m_q90,mae_1m,coverage_1m,calibration_gap_1m,dir_acc_k5_1m,dir_fires_k5_1m,dir_fire_rate_k5_1m,backtest_pnl_k5_1m,backtest_winrate_k5_1m,lag1_autocorr_q50_1m,pinball_1m_q30,pinball_1m_q70
conv1d_k3_s0_5dfbefb4d4f0,S06_neural,2026-05-09T15:25:50.450526,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,"1m,7m,15m",pinball3,"0.1,0.5,0.9",0,46857,402.3,3.75,registry\predictor\conv1d_k3_s0_5dfbefb4d4f0.pt,5dfbefb4d4f0,,,,,,,,,,,,,0.772128,1.41822,0.724628,2.83644,0.7811,0.0189,0.7738,442.0,0.0029,396.4798,0.7738,0.6989,1.167096,2.128993,1.035177,4.257985,0.7717,0.0283,0.9221,244.0,0.0031,356.6908,0.9221,0.7308,,,,,,,0.353237,0.565556,0.357411,1.131111,0.8006,0.0006,0.7297,37.0,0.0002,36.1443,0.7297,0.7771,,
conv1d_k3_s1_9924c18ea944,S06_neural,2026-05-09T15:31:14.058225,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,"1m,7m,15m",pinball3,"0.1,0.5,0.9",1,46857,308.9,3.67,registry\predictor\conv1d_k3_s1_9924c18ea944.pt,9924c18ea944,,,,,,,,,,,,,0.776792,1.421099,0.71243,2.842197,0.7824,0.0176,0.7432,1032.0,0.0067,874.4247,0.7432,0.6672,1.183768,2.13687,1.016736,4.273741,0.7625,0.0375,0.8216,1065.0,0.0137,1112.6647,0.8216,0.8021,,,,,,,0.357123,0.565891,0.362303,1.131781,0.8147,0.0147,1.0,2.0,0.0,6.9753,1.0,0.7278,,
conv1d_k3_s2_e447bca30401,S06_neural,2026-05-09T15:36:12.418553,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,"1m,7m,15m",pinball3,"0.1,0.5,0.9",2,46857,283.8,3.65,registry\predictor\conv1d_k3_s2_e447bca30401.pt,e447bca30401,,,,,,,,,,,,,0.782078,1.421955,0.722703,2.843909,0.7864,0.0136,0.7652,396.0,0.0026,432.9346,0.7652,0.7988,1.171476,2.135961,1.024392,4.271922,0.7735,0.0265,0.8934,272.0,0.0035,418.1929,0.8934,0.7803,,,,,,,0.356856,0.568217,0.363616,1.136435,0.8126,0.0126,0.8333,12.0,0.0001,26.1653,0.8333,0.9024,,
conv1d_k3_s0_9ad14ad1bdd5,S06_neural,2026-05-09T15:42:37.685622,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,1m,pinball3,"0.1,0.5,0.9",0,46467,371.3,4.94,registry\predictor\conv1d_k3_s0_9ad14ad1bdd5.pt,9ad14ad1bdd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344403,0.559582,0.351477,1.119165,0.8136,0.0136,0.7727,88.0,0.0004,82.3524,0.7727,0.3829,,
conv1d_k3_s1_345942a24ab3,S06_neural,2026-05-09T15:49:46.893958,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,1m,pinball3,"0.1,0.5,0.9",1,46467,415.3,4.97,registry\predictor\conv1d_k3_s1_345942a24ab3.pt,345942a24ab3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34684,0.560126,0.352943,1.120252,0.7879,0.0121,0.7337,199.0,0.0009,159.8594,0.7337,0.3299,,
conv1d_k3_s2_8c07bec04b32,S06_neural,2026-05-09T15:57:18.856061,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,1m,pinball3,"0.1,0.5,0.9",2,46467,437.9,4.83,registry\predictor\conv1d_k3_s2_8c07bec04b32.pt,8c07bec04b32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.346828,0.560453,0.355333,1.120907,0.7132,0.0868,0.7975,79.0,0.0004,92.725,0.7975,0.4166,,
conv1d_k3_s0_96077a0962fe,S06_neural,2026-05-09T16:03:26.701316,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,"3m,7m,15m",pinball3,"0.1,0.5,0.9",0,46857,353.4,3.66,registry\predictor\conv1d_k3_s0_96077a0962fe.pt,96077a0962fe,0.524717,0.914201,0.515119,1.828402,0.7888,0.0112,0.51,100.0,0.0005,73.8013,0.51,0.785,0.772216,1.42329,0.716961,2.84658,0.7821,0.0179,0.693,912.0,0.0059,734.2379,0.693,0.7758,1.158826,2.125987,1.037342,4.251975,0.7799,0.0201,0.848,750.0,0.0096,924.4602,0.848,0.7816,,,,,,,,,,,,,,,,,,,,
conv1d_k3_s1_64d8448d81ab,S06_neural,2026-05-09T16:10:03.407808,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,"3m,7m,15m",pinball3,"0.1,0.5,0.9",1,46857,381.9,3.72,registry\predictor\conv1d_k3_s1_64d8448d81ab.pt,64d8448d81ab,0.52615,0.912399,0.509051,1.824797,0.7853,0.0147,0.4545,11.0,0.0001,80.5816,0.4545,0.7818,0.783534,1.427074,0.713163,2.854148,0.7746,0.0254,0.7204,422.0,0.0027,508.9446,0.7204,0.8497,1.185681,2.139482,1.028221,4.278965,0.7581,0.0419,0.8435,754.0,0.0097,849.6055,0.8435,0.8333,,,,,,,,,,,,,,,,,,,,
conv1d_k3_s2_1e5443eab8a7,S06_neural,2026-05-09T16:17:17.771675,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,"3m,7m,15m",pinball3,"0.1,0.5,0.9",2,46857,419.6,3.7,registry\predictor\conv1d_k3_s2_1e5443eab8a7.pt,1e5443eab8a7,0.521892,0.912131,0.510427,1.824263,0.7779,0.0221,0.7541,61.0,0.0003,54.2958,0.7541,0.7681,0.779465,1.430921,0.714174,2.861842,0.7725,0.0275,0.6692,1064.0,0.0069,645.6632,0.6692,0.8951,1.185404,2.132215,1.028103,4.264429,0.7615,0.0385,0.8339,939.0,0.0121,840.3482,0.8339,0.8309,,,,,,,,,,,,,,,,,,,,
conv1d_k3_s0_3319cf8f9400,S06_neural,2026-05-09T16:20:51.090289,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,3m,pinball3,"0.1,0.5,0.9",0,46467,199.4,4.8,registry\predictor\conv1d_k3_s0_3319cf8f9400.pt,3319cf8f9400,0.528948,0.912734,0.514771,1.825469,0.8155,0.0155,,0.0,0.0,0.0,,0.6589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv1d_k3_s1_6b48bd19a2ac,S06_neural,2026-05-09T16:25:29.377434,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,3m,pinball3,"0.1,0.5,0.9",1,46467,264.2,4.37,registry\predictor\conv1d_k3_s1_6b48bd19a2ac.pt,6b48bd19a2ac,0.524448,0.912251,0.514148,1.824503,0.7674,0.0326,0.8,5.0,0.0,15.5451,0.8,0.7685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv1d_k3_s2_8d7a94d224f9,S06_neural,2026-05-09T16:32:04.710970,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,3m,pinball3,"0.1,0.5,0.9",2,46467,381.6,4.71,registry\predictor\conv1d_k3_s2_8d7a94d224f9.pt,8d7a94d224f9,0.521847,0.91179,0.51033,1.823579,0.7899,0.0101,0.875,32.0,0.0002,34.7973,0.875,0.8741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv1d_k3_s0_a4b43204440d,S06_neural,2026-05-09T16:34:28.951550,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,7m,pinball3,"0.1,0.5,0.9",0,46467,130.6,4.58,registry\predictor\conv1d_k3_s0_a4b43204440d.pt,a4b43204440d,,,,,,,,,,,,,0.808095,1.443813,0.747485,2.887627,0.7691,0.0309,,0.0,0.0,0.0,,0.6406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv1d_k3_s1_d514bde2a9d3,S06_neural,2026-05-09T16:39:11.067325,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,7m,pinball3,"0.1,0.5,0.9",1,46467,268.2,4.73,registry\predictor\conv1d_k3_s1_d514bde2a9d3.pt,d514bde2a9d3,,,,,,,,,,,,,0.793005,1.429043,0.726464,2.858086,0.7479,0.0521,0.7835,656.0,0.0043,555.7412,0.7835,0.9126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv1d_k3_s2_953dadb5b866,S06_neural,2026-05-09T16:45:18.916490,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V2,tvl_mask_29d,7m,pinball3,"0.1,0.5,0.9",2,46467,354.2,2.13,registry\predictor\conv1d_k3_s2_953dadb5b866.pt,953dadb5b866,,,,,,,,,,,,,0.790507,1.425898,0.718617,2.851796,0.7886,0.0114,0.0,2.0,0.0,-0.101,0.0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv1d_k3_s0_0624a6007984,S06_neural,2026-05-09T16:48:33.988000,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,15m,pinball5,"0.1,0.3,0.5,0.7,0.9",0,49093,180.4,2.55,registry\predictor\conv1d_k3_s0_0624a6007984.pt,0624a6007984,,,,,,,,,,,,,,,,,,,,,,,,,1.225261,2.170197,1.06496,4.340393,0.7552,0.0448,0.7173,757.0,0.0097,534.3328,0.7173,0.5874,,,,,2.00582,1.919342,,,,,,,,,,,,,,
conv1d_k3_s1_ecc990f1bdc1,S06_neural,2026-05-09T16:50:43.777293,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,15m,pinball5,"0.1,0.3,0.5,0.7,0.9",1,49093,115.0,2.79,registry\predictor\conv1d_k3_s1_ecc990f1bdc1.pt,ecc990f1bdc1,,,,,,,,,,,,,,,,,,,,,,,,,1.233674,2.178543,1.069815,4.357087,0.7343,0.0657,0.8427,248.0,0.0032,370.0509,0.8427,0.7152,,,,,2.012015,1.932309,,,,,,,,,,,,,,
conv1d_k3_s2_047a1962a3ce,S06_neural,2026-05-09T16:54:18.549455,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,15m,pinball5,"0.1,0.3,0.5,0.7,0.9",2,49093,200.1,2.51,registry\predictor\conv1d_k3_s2_047a1962a3ce.pt,047a1962a3ce,,,,,,,,,,,,,,,,,,,,,,,,,1.228533,2.171292,1.053272,4.342585,0.7335,0.0665,0.7309,223.0,0.0029,472.7146,0.7309,0.6901,,,,,2.006339,1.909145,,,,,,,,,,,,,,
conv1d_k3_s0_452020935975,S06_neural,2026-05-09T17:02:09.113686,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,"1m,3m,7m",pinball5,"0.1,0.3,0.5,0.7,0.9",0,49743,454.8,5.46,registry\predictor\conv1d_k3_s0_452020935975.pt,452020935975,0.507797,0.895753,0.494856,1.791507,0.7903,0.0097,0.8396,212.0,0.0011,210.4112,0.8396,0.0455,0.778156,1.414451,0.71133,2.828901,0.7743,0.0257,0.8013,624.0,0.0041,573.0369,0.8013,0.1115,,,,,,,,,,,,,0.816465,0.82283,1.293596,1.259374,,,0.33143,0.55335,0.338231,1.1067,0.8217,0.0217,0.7594,133.0,0.0006,114.6984,0.7594,-0.0275,0.50239,0.515482
conv1d_k3_s1_3952e600e57b,S06_neural,2026-05-09T17:07:45.035925,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,"1m,3m,7m",pinball5,"0.1,0.3,0.5,0.7,0.9",1,49743,320.0,5.59,registry\predictor\conv1d_k3_s1_3952e600e57b.pt,3952e600e57b,0.510887,0.900636,0.494441,1.801271,0.7902,0.0098,0.8195,277.0,0.0014,329.8644,0.8195,0.1055,0.78618,1.408771,0.710265,2.817541,0.7711,0.0289,0.7165,716.0,0.0047,809.5401,0.7165,0.1865,,,,,,,,,,,,,0.825705,0.831676,1.28976,1.258201,,,0.334126,0.55694,0.343449,1.11388,0.7706,0.0294,0.7407,81.0,0.0004,144.7554,0.7407,-0.014,0.50957,0.523178
conv1d_k3_s2_88b473e6205b,S06_neural,2026-05-09T17:14:11.206685,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,"1m,3m,7m",pinball5,"0.1,0.3,0.5,0.7,0.9",2,49743,369.9,1.37,registry\predictor\conv1d_k3_s2_88b473e6205b.pt,88b473e6205b,0.510739,0.897845,0.503914,1.79569,0.7784,0.0216,0.7627,177.0,0.0009,141.8208,0.7627,0.0216,0.779332,1.413545,0.712238,2.827089,0.7785,0.0215,0.7988,323.0,0.0021,302.5107,0.7988,0.1237,,,,,,,,,,,,,0.821142,0.829991,1.290556,1.26264,,,0.331071,0.55634,0.343459,1.112679,0.8066,0.0066,0.6343,134.0,0.0006,115.4777,0.6343,-0.0247,0.506176,0.519556
conv1d_k3_s0_bedb0bbf6219,S06_neural,2026-05-09T17:17:36.134040,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,"1m,7m,15m",pinball5,"0.1,0.3,0.5,0.7,0.9",0,49743,186.9,1.31,registry\predictor\conv1d_k3_s0_bedb0bbf6219.pt,bedb0bbf6219,,,,,,,,,,,,,0.800362,1.428411,0.732138,2.856822,0.7756,0.0244,0.375,48.0,0.0003,39.7945,0.375,0.0635,1.196555,2.158979,1.039163,4.317959,0.7638,0.0362,0.895,181.0,0.0023,305.1591,0.895,0.352,,,1.310753,1.287798,1.986161,1.895306,0.351825,0.561602,0.35956,1.123205,0.8087,0.0087,1.0,1.0,0.0,0.2938,1.0,-0.111,0.520656,0.530363
conv1d_k3_s1_3fc8e2c22c9c,S06_neural,2026-05-09T17:28:22.446982,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,"1m,7m,15m",pinball5,"0.1,0.3,0.5,0.7,0.9",1,49743,621.9,2.7,registry\predictor\conv1d_k3_s1_3fc8e2c22c9c.pt,3fc8e2c22c9c,,,,,,,,,,,,,0.787093,1.41873,0.714926,2.837461,0.7709,0.0291,0.788,764.0,0.005,755.9861,0.788,0.0398,1.190475,2.131213,1.02332,4.262427,0.7633,0.0367,0.8374,1076.0,0.0138,1018.6762,0.8374,0.2326,,,1.299745,1.262701,1.968151,1.870501,0.339911,0.554796,0.343745,1.109591,0.8205,0.0205,0.7185,135.0,0.0006,127.2698,0.7185,-0.1045,0.510709,0.518257
conv1d_k3_s2_b20a19ab729b,S06_neural,2026-05-09T17:35:10.136533,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,"1m,7m,15m",pinball5,"0.1,0.3,0.5,0.7,0.9",2,49743,234.3,1.93,registry\predictor\conv1d_k3_s2_b20a19ab729b.pt,b20a19ab729b,,,,,,,,,,,,,0.793528,1.429079,0.735829,2.858159,0.7694,0.0306,0.6795,156.0,0.001,149.5285,0.6795,0.065,1.187269,2.148894,1.034048,4.297788,0.7662,0.0338,0.8701,354.0,0.0045,307.4401,0.8701,0.2391,,,1.309162,1.281521,1.977632,1.891502,0.348236,0.562577,0.354881,1.125153,0.8313,0.0313,0.7,10.0,0.0,12.7972,0.7,-0.0701,0.519111,0.530537
conv1d_k3_s0_5f3f8bc43791,S06_neural,2026-05-09T17:43:07.248234,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,1m,pinball5,"0.1,0.3,0.5,0.7,0.9",0,49093,460.9,1.52,registry\predictor\conv1d_k3_s0_5f3f8bc43791.pt,5f3f8bc43791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.332673,0.552267,0.344715,1.104534,0.8413,0.0413,0.8333,24.0,0.0001,33.8866,0.8333,-0.0544,0.498926,0.513627
conv1d_k3_s1_5b983ba1f363,S06_neural,2026-05-09T17:48:52.148877,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,1m,pinball5,"0.1,0.3,0.5,0.7,0.9",1,49093,327.9,1.45,registry\predictor\conv1d_k3_s1_5b983ba1f363.pt,5b983ba1f363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336703,0.55623,0.34604,1.11246,0.786,0.014,0.8182,11.0,0.0001,36.0733,0.8182,-0.0128,0.499992,0.515041
conv1d_k3_s2_03f2cbb9167e,S06_neural,2026-05-09T17:56:50.529608,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,1m,pinball5,"0.1,0.3,0.5,0.7,0.9",2,49093,455.5,1.45,registry\predictor\conv1d_k3_s2_03f2cbb9167e.pt,03f2cbb9167e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.331049,0.554261,0.340847,1.108523,0.8184,0.0184,0.6667,9.0,0.0,7.0757,0.6667,-0.0602,0.500495,0.510352
conv1d_k3_s0_d3186afa3746,S06_neural,2026-05-09T18:04:50.373373,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,"3m,7m,15m",pinball5,"0.1,0.3,0.5,0.7,0.9",0,49743,456.2,2.9,registry\predictor\conv1d_k3_s0_d3186afa3746.pt,d3186afa3746,0.520157,0.90642,0.507121,1.81284,0.7918,0.0082,0.6211,95.0,0.0005,77.8554,0.6211,0.3552,0.78008,1.415971,0.715685,2.831943,0.7835,0.0165,0.8303,218.0,0.0014,200.9182,0.8303,0.4247,1.176667,2.132187,1.023215,4.264375,0.7619,0.0381,0.8263,403.0,0.0052,622.341,0.8263,0.4384,0.832255,0.838598,1.293102,1.263016,1.965014,1.868876,,,,,,,,,,,,,,
conv1d_k3_s1_ad9255fc42eb,S06_neural,2026-05-09T18:11:22.024684,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,"3m,7m,15m",pinball5,"0.1,0.3,0.5,0.7,0.9",1,49743,367.9,2.74,registry\predictor\conv1d_k3_s1_ad9255fc42eb.pt,ad9255fc42eb,0.526474,0.909064,0.511349,1.818127,0.7995,0.0005,0.6667,15.0,0.0001,23.7102,0.6667,0.0525,0.787492,1.424006,0.720709,2.848011,0.7835,0.0165,0.7804,601.0,0.0039,556.9643,0.7804,0.1509,1.18034,2.138921,1.028363,4.277841,0.7837,0.0163,0.8892,388.0,0.005,531.0542,0.8892,0.2971,0.83845,0.843625,1.307352,1.26884,1.975719,1.872761,,,,,,,,,,,,,,
conv1d_k3_s2_1aaad6f855c0,S06_neural,2026-05-09T18:17:37.458546,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,"3m,7m,15m",pinball5,"0.1,0.3,0.5,0.7,0.9",2,49743,351.7,3.07,registry\predictor\conv1d_k3_s2_1aaad6f855c0.pt,1aaad6f855c0,0.523548,0.914412,0.510145,1.828823,0.7934,0.0066,0.3556,45.0,0.0002,25.7448,0.3556,0.2204,0.784361,1.425776,0.719341,2.851552,0.7841,0.0159,0.7347,505.0,0.0033,354.6579,0.7347,0.2662,1.180345,2.136309,1.03026,4.272618,0.7791,0.0209,0.845,529.0,0.0068,647.1289,0.845,0.3939,0.835842,0.847332,1.305211,1.274716,1.97136,1.872506,,,,,,,,,,,,,,
conv1d_k3_s0_ab8fe416ca30,S06_neural,2026-05-09T18:23:34.348498,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,3m,pinball5,"0.1,0.3,0.5,0.7,0.9",0,49093,335.8,2.55,registry\predictor\conv1d_k3_s0_ab8fe416ca30.pt,ab8fe416ca30,0.522263,0.90482,0.511044,1.809639,0.8089,0.0089,0.875,8.0,0.0,15.2365,0.875,-0.0082,,,,,,,,,,,,,,,,,,,,,,,,,0.831602,0.833762,,,,,,,,,,,,,,,,,,
conv1d_k3_s1_26ff44ce75d6,S06_neural,2026-05-09T18:31:35.823012,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,3m,pinball5,"0.1,0.3,0.5,0.7,0.9",1,49093,458.7,1.31,registry\predictor\conv1d_k3_s1_26ff44ce75d6.pt,26ff44ce75d6,0.516835,0.903542,0.504108,1.807083,0.7978,0.0022,0.75,160.0,0.0008,128.7739,0.75,0.0447,,,,,,,,,,,,,,,,,,,,,,,,,0.829002,0.83561,,,,,,,,,,,,,,,,,,
conv1d_k3_s2_1ded4368180c,S06_neural,2026-05-09T18:38:28.285987,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,3m,pinball5,"0.1,0.3,0.5,0.7,0.9",2,49093,389.4,1.32,registry\predictor\conv1d_k3_s2_1ded4368180c.pt,1ded4368180c,0.523963,0.90385,0.504448,1.8077,0.7776,0.0224,0.7917,96.0,0.0005,108.2457,0.7917,-0.0056,,,,,,,,,,,,,,,,,,,,,,,,,0.82944,0.831107,,,,,,,,,,,,,,,,,,
conv1d_k3_s0_9ff5d4a2aa72,S06_neural,2026-05-09T18:43:08.296336,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,7m,pinball5,"0.1,0.3,0.5,0.7,0.9",0,49093,257.7,3.08,registry\predictor\conv1d_k3_s0_9ff5d4a2aa72.pt,9ff5d4a2aa72,,,,,,,,,,,,,0.788763,1.430079,0.729847,2.860157,0.786,0.014,0.7218,266.0,0.0017,276.5765,0.7218,0.248,,,,,,,,,,,,,,,1.308964,1.282472,,,,,,,,,,,,,,,,
conv1d_k3_s1_a7a178d237b6,S06_neural,2026-05-09T18:50:01.414856,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,7m,pinball5,"0.1,0.3,0.5,0.7,0.9",1,49093,390.1,1.39,registry\predictor\conv1d_k3_s1_a7a178d237b6.pt,a7a178d237b6,,,,,,,,,,,,,0.793389,1.42902,0.730255,2.858039,0.7697,0.0303,0.8078,411.0,0.0027,485.9083,0.8078,0.5399,,,,,,,,,,,,,,,1.307169,1.280393,,,,,,,,,,,,,,,,
conv1d_k3_s2_94d168c47c72,S06_neural,2026-05-09T18:56:52.179200,conv1d,k3,"{""kernel"": 3, ""layers"": 4, ""channels"": 64, ""dropout"": 0.1}",V4,tvl_mask_29d,7m,pinball5,"0.1,0.3,0.5,0.7,0.9",2,49093,387.8,1.38,registry\predictor\conv1d_k3_s2_94d168c47c72.pt,94d168c47c72,,,,,,,,,,,,,0.792897,1.429351,0.728942,2.858701,0.7909,0.0091,0.6457,175.0,0.0011,464.3935,0.6457,0.1089,,,,,,,,,,,,,,,1.308347,1.275675,,,,,,,,,,,,,,,,
